_id,MISSION,MISSION STATEMENT,GOAL,GOAL STATEMENT,ACTION,ACTION STATEMENT,PROGRAMME,REPORT SUMMARY,Action Formal Stakeholder,Formal Stakeholder,Action Category,Report Category,Action Labels,Report Labels,Insert Datetime
684997d89b5e602eb0073170,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Sustainable Food Systems Ireland is actively involved in supporting food technology and quality standards through collaboration in climate-related initiatives.,European Union,Sustainable Food Systems Ireland,International Organisation,International Organisation,International organisation 008,Research and Regulatory 085,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073171,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Sustainable Food Systems Ireland is actively involved in supporting food technology and quality standards through collaboration in climate-related initiatives.,European Union,Sustainable Food Systems Ireland,International Organisation,International Organisation,International organisation 008,Research and Regulatory 085,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073172,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Sustainable Food Systems Ireland is actively involved in supporting food technology and quality standards through collaboration in climate-related initiatives.,European Union,Sustainable Food Systems Ireland,International Organisation,International Organisation,International organisation 008,Research and Regulatory 085,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073173,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in funding and supporting climate-related agriculture research through the Ireland – New Zealand Joint Research Initiative.,European Union,Ireland – New Zealand Joint Research Initiative,International Organisation,International Organisation,International organisation 008,Research and Regulatory 049,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073174,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in funding and supporting climate-related agriculture research through the Ireland – New Zealand Joint Research Initiative.,European Union,Ireland – New Zealand Joint Research Initiative,International Organisation,International Organisation,International organisation 008,Research and Regulatory 049,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073175,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Actively involved in funding and supporting climate-related agriculture research through the Ireland – New Zealand Joint Research Initiative.,European Union,Ireland – New Zealand Joint Research Initiative,International Organisation,International Organisation,International organisation 008,Research and Regulatory 049,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073176,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,New Zealand’s Ministry for Primary Industries is actively involved in funding and supporting the Ireland – New Zealand Joint Research Initiative focused on greenhouse gas emissions reduction.,European Union,New Zealand’S Ministry For Primary Industries,International Organisation,Research And Regulatory,International organisation 008,International organisation 016,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073177,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,New Zealand’s Ministry for Primary Industries is actively involved in funding and supporting the Ireland – New Zealand Joint Research Initiative focused on greenhouse gas emissions reduction.,European Union,New Zealand’S Ministry For Primary Industries,International Organisation,Research And Regulatory,International organisation 008,International organisation 016,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073178,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,New Zealand’s Ministry for Primary Industries is actively involved in funding and supporting the Ireland – New Zealand Joint Research Initiative focused on greenhouse gas emissions reduction.,European Union,New Zealand’S Ministry For Primary Industries,International Organisation,Research And Regulatory,International organisation 008,International organisation 016,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073179,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Teagasc is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,European Union,Teagasc The Agriculture And Food Development Authority,International Organisation,Research And Regulatory,International organisation 008,Semi-state agency 012,2025-06-11T15:51:04.974Z
684997d89b5e602eb007317a,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Teagasc is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,European Union,Teagasc The Agriculture And Food Development Authority,International Organisation,Research And Regulatory,International organisation 008,Semi-state agency 012,2025-06-11T15:51:04.974Z
684997d89b5e602eb007317b,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Teagasc is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,European Union,Teagasc The Agriculture And Food Development Authority,International Organisation,Research And Regulatory,International organisation 008,Semi-state agency 012,2025-06-11T15:51:04.974Z
684997d89b5e602eb007317c,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,University College Cork is actively involved in climate and agriculture research projects funded under the Ireland – New Zealand Joint Research Initiative.,European Union,University College Cork,International Organisation,International Organisation,International organisation 008,Research and Regulatory 091,2025-06-11T15:51:04.974Z
684997d89b5e602eb007317d,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,University College Cork is actively involved in climate and agriculture research projects funded under the Ireland – New Zealand Joint Research Initiative.,European Union,University College Cork,International Organisation,International Organisation,International organisation 008,Research and Regulatory 091,2025-06-11T15:51:04.974Z
684997d89b5e602eb007317e,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,University College Cork is actively involved in climate and agriculture research projects funded under the Ireland – New Zealand Joint Research Initiative.,European Union,University College Cork,International Organisation,International Organisation,International organisation 008,Research and Regulatory 091,2025-06-11T15:51:04.974Z
684997d89b5e602eb007317f,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in climate and agriculture research initiatives.,European Union,University College Dublin,International Organisation,Semi-State Agency,International organisation 008,Research and Regulatory 092,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073180,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in climate and agriculture research initiatives.,European Union,University College Dublin,International Organisation,Semi-State Agency,International organisation 008,Research and Regulatory 092,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073181,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Actively involved in climate and agriculture research initiatives.,European Union,University College Dublin,International Organisation,Semi-State Agency,International organisation 008,Research and Regulatory 092,2025-06-11T15:51:04.974Z
