MISSION,MISSION STATEMENT,GOAL,GOAL STATEMENT,ACTION,ACTION STATEMENT,PROGRAMME,REPORT SUMMARY,Action Formal Stakeholder,Formal Stakeholder,Action Category,Report Category
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Origin Green is actively involved in promoting sustainability among its member companies through the Gold Membership program.,State Agencies And Las,Bord Bia The Irish Food Board,State Agencies And Local Authorities,"Branding, Marketing And Distribution"
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Origin Green is actively involved in promoting sustainability among its member companies through the Gold Membership program.,State Agencies And Las,Origin Green Manufacturing Members,State Agencies And Local Authorities,"Branding, Marketing And Distribution"
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Origin Green is actively involved in promoting sustainability among its member companies through the Gold Membership program.,State Agencies And Las,Customer Retail And Foodservice Members,State Agencies And Local Authorities,Sales And Retail
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 10,Increase focus on awareness building  of sustainability supports among  Enterprise Ireland’s Food & Drinks  clients.,Sustainability Kickstarter Workshops & Green Transition Webinars,Actively involved as a participant in the Sustainability Kickstarter Workshops and Green Transition Webinars.,Enterprise Ireland,Local Enterprise Offices,"Department Of Business, Employment And Retail",State Agencies And Local Authorities
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 10,Increase focus on awareness building  of sustainability supports among  Enterprise Ireland’s Food & Drinks  clients.,Sustainability Kickstarter Workshops & Green Transition Webinars,Actively involved as participants in the Sustainability Kickstarter Workshops and Green Transition Webinars.,Enterprise Ireland,Enterprise Ireland,"Department Of Business, Employment And Retail","Department Of Business, Employment And Retail"
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 10,Increase focus on awareness building  of sustainability supports among  Enterprise Ireland’s Food & Drinks  clients.,Sustainability Kickstarter Workshops & Green Transition Webinars,Consultants are actively involved in the programme by participating in the Green Transition Webinar Series.,Enterprise Ireland,Agricultural Consultants Association,"Department Of Business, Employment And Retail",Inputs
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 10,Increase focus on awareness building  of sustainability supports among  Enterprise Ireland’s Food & Drinks  clients.,Sustainability Kickstarter Workshops & Green Transition Webinars,Enterprise Ireland implements the Sustainability Kickstarter Workshops and Green Transition Webinars to support business leaders in sustainability and decarbonisation efforts.,Sustainable Energy Authority Of Ireland,Enterprise Ireland,Semi-State Agency ,"Department Of Business, Employment And Retail"
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 10,Increase focus on awareness building  of sustainability supports among  Enterprise Ireland’s Food & Drinks  clients.,Sustainability Kickstarter Workshops & Green Transition Webinars,Actively involved as a participant in the Sustainability Kickstarter Workshops and Green Transition Webinars.,Sustainable Energy Authority Of Ireland,Local Enterprise Offices,Semi-State Agency ,State Agencies And Local Authorities
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 10,Increase focus on awareness building  of sustainability supports among  Enterprise Ireland’s Food & Drinks  clients.,Sustainability Kickstarter Workshops & Green Transition Webinars,Actively involved as a client base participant in the Sustainability Kickstarter Workshops and Green Transition Webinars.,Sustainable Energy Authority Of Ireland,Údarás Na Gaeltachta,Semi-State Agency ,Government Semi State Agency
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 10,Increase focus on awareness building  of sustainability supports among  Enterprise Ireland’s Food & Drinks  clients.,Sustainability Kickstarter Workshops & Green Transition Webinars,Actively involved as participants in the workshops and webinars.,Sustainable Energy Authority Of Ireland,Enterprise Ireland,Semi-State Agency ,"Department Of Business, Employment And Retail"
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 10,Increase focus on awareness building  of sustainability supports among  Enterprise Ireland’s Food & Drinks  clients.,Sustainability Kickstarter Workshops & Green Transition Webinars,Consultants are actively involved in the programme by participating in the Green Transition Webinar Series.,Sustainable Energy Authority Of Ireland,Agricultural Consultants Association,Semi-State Agency ,Inputs
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 10,Increase focus on awareness building  of sustainability supports among  Enterprise Ireland’s Food & Drinks  clients.,Sustainability Kickstarter Workshops & Green Transition Webinars,Enterprise Ireland implements the Sustainability Kickstarter Workshops and Green Transition Webinars to support business leaders in sustainability and decarbonisation efforts.,Bord Bia The Irish Food Board,Enterprise Ireland,"Branding, Marketing And Distribution","Department Of Business, Employment And Retail"
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 10,Increase focus on awareness building  of sustainability supports among  Enterprise Ireland’s Food & Drinks  clients.,Sustainability Kickstarter Workshops & Green Transition Webinars,Actively involved as a participant in the Sustainability Kickstarter Workshops and Green Transition Webinars.,Bord Bia The Irish Food Board,Local Enterprise Offices,"Branding, Marketing And Distribution",State Agencies And Local Authorities
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 10,Increase focus on awareness building  of sustainability supports among  Enterprise Ireland’s Food & Drinks  clients.,Sustainability Kickstarter Workshops & Green Transition Webinars,Actively involved as a client base participant in the Sustainability Kickstarter Workshops and Green Transition Webinars.,Bord Bia The Irish Food Board,Údarás Na Gaeltachta,"Branding, Marketing And Distribution",Government Semi State Agency
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 10,Increase focus on awareness building  of sustainability supports among  Enterprise Ireland’s Food & Drinks  clients.,Sustainability Kickstarter Workshops & Green Transition Webinars,Actively involved as participants in the workshops and webinars.,Bord Bia The Irish Food Board,Enterprise Ireland,"Branding, Marketing And Distribution","Department Of Business, Employment And Retail"
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 10,Increase focus on awareness building  of sustainability supports among  Enterprise Ireland’s Food & Drinks  clients.,Sustainability Kickstarter Workshops & Green Transition Webinars,Consultants are actively involved in the programme by participating in the Green Transition Webinar Series.,Bord Bia The Irish Food Board,Agricultural Consultants Association,"Branding, Marketing And Distribution",Inputs
MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 3,Develop a Dynamic Knowledge Exchange Environment,MISSION 4 GOAL 3 ACTION 3,"Strengthen primary producer  advisory and extension services to  cover environmental and climate  performance, innovation and  digitalisation, as well as agronomic,  animal health and welfare, technical  and financial aspects.",The Signpost and Advisory Programmes,Teagasc implements the Signpost and Advisory Programmes to support farmers in climate action.,Primary Producers,Teagasc The Agriculture And Food Development Authority,Small Producers,Semi-State Agency
MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 3,Develop a Dynamic Knowledge Exchange Environment,MISSION 4 GOAL 3 ACTION 3,"Strengthen primary producer  advisory and extension services to  cover environmental and climate  performance, innovation and  digitalisation, as well as agronomic,  animal health and welfare, technical  and financial aspects.",The Signpost and Advisory Programmes,"Signpost Farmers are actively involved in the Signpost and Advisory Programmes, adopting key mitigation measures and participating in demonstrations and surveys.",Primary Producers,Signpost Farmers,Small Producers,Producers
